ref,pollster,publisher,fieldwork_start,fieldwork_end,respondents,method,question_type,qid,question,party,party_as_written,seats,pct,undecided_pct,in_model,cec_publish_date
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",הרשימה המשותפת,"הרשימה המשותפת (חד""ש, תע""ל, בל""ד) בראשות יוסף ג'בארין",7,5.3,11.0,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?","ש""ס","ש""ס בראשות אריה דרעי",7,5.2,11.0,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ',4,3.3,11.0,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?","רע""ם","הרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס",4,3.3,11.0,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",בית ציוני,בית ציוני - המילואימניקים בראשות חילי טרופר ויועז הנדל,0,2.9,11.0,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",האחדות,האחדות בראשות גלעד ארדן,0,0.8,11.0,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע?",כחול לבן,כחול לבן בראשות בני גנץ,0,0.4,11.0,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",ישר,ישר! עם איזנקוט בראשות גדי איזנקוט,24,18.3,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",הליכוד,הליכוד בראשות בנימין נתניהו,21,16.1,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",ביחד,ביחד בראשות נפתלי בנט,16,12.3,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",הדמוקרטים,הדמוקרטים בראשות יאיר גולן,11,8.4,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,9,6.9,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,9,6.8,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",יהדות התורה,יהדות התורה בראשות משה גפני,8,6.1,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",הרשימה המשותפת,"הרשימה המשותפת (חד""ש, תע""ל, בל""ד) בראשות יוסף ג'בארין",7,5.2,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?","ש""ס","ש""ס בראשות אריה דרעי",7,5.1,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?","רע""ם","הרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס",4,3.3,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",עמך ישראל,מפלגה בראשות עופר וינטר,4,3.3,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",בית ציוני,בית ציוני - המילואימניקים בראשות חילי טרופר ויועז הנדל,0,2.8,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ',0,2.4,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",האחדות,האחדות בראשות גלעד ארדן,0,0.8,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,2,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",כחול לבן,כחול לבן בראשות בני גנץ,0,0.4,10.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",ישר,ישר! עם איזנקוט בראשות גדי איזנקוט,25,19.0,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",הליכוד,הליכוד בראשות בנימין נתניהו,21,16.0,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",ביחד,ביחד בראשות נפתלי בנט,15,11.0,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",הדמוקרטים,הדמוקרטים בראשות יאיר גולן,11,8.1,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,9,6.5,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,9,6.5,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",יהדות התורה,יהדות התורה בראשות משה גפני,8,6.0,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?","ש""ס","ש""ס בראשות אריה דרעי",7,5.1,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",הרשימה המשותפת,"הרשימה המשותפת (חד""ש, תע""ל, בל""ד) בראשות יוסף ג'בארין",7,5.0,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?","רע""ם","הרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס עם יואב סגלוביץ'",4,3.3,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",עמך ישראל,מפלגה בראשות עופר וינטר,4,3.3,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ',0,2.9,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",בית ציוני,בית ציוני - המילואימניקים בראשות חילי טרופר ויועז הנדל,0,2.8,7.7,1,2026-08-25
4103,מדגם,חדשות 12,2026-08-24,2026-08-24,502,mixed,scenario,3,"ואילו הבחירות לכנסת היו מתקיימות היום ומפלגה בראשות עופר וינטר הייתה מתמודדת ובנוסף מפלגות ""כחול לבן"" של בני גנץ ו""האחדות"" של גלעד ארדן היו מתמודדות ברשימה אחת, ובנוסף ח""כ יואב סגלוביץ' יצטרף לרשימה הערבית המאוחדת - רע""ם בראשות מנסור עבאס, ויתר המפלגות ללא שינוי, לאיזו מפלגה היית מצביע?",כחול לבן,כחול לבן בראשות בני גנץ והאחדות בראשות גלעד ארדן,0,2.4,7.7,1,2026-08-25
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",הליכוד,הליכוד בראשות בנימין נתניהו,21,14.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",ישר,"מפלגת ""ישר!"" בראשות גדי איזנקוט",21,14.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",ביחד,"מפלגת ""ביחד"", בראשות נפתלי בנט",16,11.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",הדמוקרטים,הדמוקרטים בראשות יאיר גולן,11,7.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,9,6.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)","ש""ס","ש""ס בראשות אריה דרעי",9,6.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,8,6.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",יהדות התורה,יהדות התורה בראשות יצחק גולדקנופף,7,5.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",הרשימה המשותפת,"חדש-תע""ל ובל""ד בראשות ד""ר יוסף ג'בארין",7,5.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",עמך ישראל,עמך ישראל בראשות עופר וינטר,7,4.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)","רע""ם","רע""ם בראשות מנסור עבאס",4,3.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ',0,2.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",בית ציוני,הבית הציוני בראשות יועז הנדל וחילי טרופר,0,2.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",האחדות,האחדות בראשות גלעד ארדן ויולי אדלשטיין,0,2.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",כחול לבן,כחול לבן בראשות בני גנץ,0,1.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",הכלכלית החדשה,המפלגה הכלכלית בראשות ירון זליכה,0,1.0,9.0,1,2026-08-30
4104,מאגר מוחות,ערוץ 16,2026-08-25,2026-08-26,552,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע? (ברוטציה)",זהות,זהות בראשות משה פייגלין ומיכאל בן ארי,0,1.0,9.0,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",ישר,ישר! עם איזנקוט בראשות גדי איזנקוט,25,18.7,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",הליכוד,הליכוד בראשות בנימין נתניהו,21,14.5,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",ביחד,ביחד - בראשות נפתלי בנט,15,12.5,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",הדמוקרטים,הדמוקרטים בראשות יאיר גולן,10,7.8,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,9,7.4,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,8,5.7,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",יהדות התורה,יהדות התורה בראשות יצחק גולדקנופף,7,5.3,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?","ש""ס",שס בראשות אריה דרעי,7,5.2,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",הרשימה המשותפת,רשימה ערבית מאוחדת של חדש תעל ובלד,7,5.9,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",עמך ישראל,מפלגת עמך ישראל בראשות עופר וינטר,6,4.6,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?","רע""ם",רעמ בראשות דר מנסור עבאס,5,4.1,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",הציונות הדתית,הציונות הדתית בראשות סמוטריץ,0,2.6,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",בית ציוני,בית ציוני המילואימניקים בראשות חילי טרופר,0,2.1,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",הכלכלית החדשה,המפלגה הכלכלית בראשות פרופ' זליכה,0,1.2,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",כחול לבן,כחול לבן,0,1.2,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",אחר,ישראל תחילה בראשות שרן השכל,0,0.9,,1,2026-08-30
4105,לזר מחקרים,וואלה,2026-08-26,2026-08-26,500,internet,main,1,"אם היו מתקיימות היום בחירות לכנסת, לאיזו מפלגה היית מצביע?",האחדות,האחדות בראשות גלעד ארדן,0,0.3,,1,2026-08-30
4106,פרויקט המדגם (רוזנר),חדשות 13,2026-08-25,2026-08-26,1407,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",ישר,ישר,24,,,1,2026-08-30
4106,פרויקט המדגם (רוזנר),חדשות 13,2026-08-25,2026-08-26,1407,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",הליכוד,ליכוד,19,,,1,2026-08-30
4106,פרויקט המדגם (רוזנר),חדשות 13,2026-08-25,2026-08-26,1407,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",ביחד,ביחד,13,,,1,2026-08-30
4106,פרויקט המדגם (רוזנר),חדשות 13,2026-08-25,2026-08-26,1407,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",הדמוקרטים,הדמוקרטים,11,,,1,2026-08-30
4106,פרויקט המדגם (רוזנר),חדשות 13,2026-08-25,2026-08-26,1407,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",הרשימה המשותפת,הרשימה המשותפת,10,,,1,2026-08-30
4106,פרויקט המדגם (רוזנר),חדשות 13,2026-08-25,2026-08-26,1407,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",ישראל ביתנו,ישראל ביתנו,9,,,1,2026-08-30
4106,פרויקט המדגם (רוזנר),חדשות 13,2026-08-25,2026-08-26,1407,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?","ש""ס","ש""ס",8,,,1,2026-08-30
4106,פרויקט המדגם (רוזנר),חדשות 13,2026-08-25,2026-08-26,1407,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",יהדות התורה,יהדות התורה,8,,,1,2026-08-30
4106,פרויקט המדגם (רוזנר),חדשות 13,2026-08-25,2026-08-26,1407,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",עוצמה יהודית,עוצמה יהודית,8,,,1,2026-08-30
4106,פרויקט המדגם (רוזנר),חדשות 13,2026-08-25,2026-08-26,1407,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?",הציונות הדתית,הציונות הדתית,5,,,1,2026-08-30
4106,פרויקט המדגם (רוזנר),חדשות 13,2026-08-25,2026-08-26,1407,mixed,main,1,"אם הבחירות לכנסת היו מתקיימות היום, לאיזו מפלגה היית מצביע/ה?","רע""ם","רע""מ",5,,,1,2026-08-30
